window_last_date_utc,il_pct,p_up_start,p_up_end,metric_start,metric_end,metric_min,metric_max,start_price_range_begin,start_price_range_end
2025-03-07,-6.802085512885525,0.283520606168155,0.4987086439957192,0.6386891517194945,1.0475464235918663,0.1,2.0,2025-02-19,2025-02-21
2025-03-08,-5.702062020253096,0.3074512738985587,0.5023947759395817,0.6841574204072615,1.0545500742852052,0.1,2.0,2025-02-20,2025-02-22
2025-03-09,-5.769454864632662,0.33216302567196504,0.5264023347905253,0.7311097487767335,1.1001644361019982,0.1,2.0,2025-02-21,2025-02-23
2025-03-10,-6.250624968620155,0.34020013085262474,0.5418004058982004,0.746380248619987,1.129420771206581,0.1,2.0,2025-02-22,2025-02-24
2025-03-11,-3.8201850575745655,0.277243855424804,0.43623964092750517,0.7653852530195295,1.1469751382260125,0.1,2.5,2025-02-23,2025-02-25
2025-03-12,-3.9008294390993514,0.2878226766977116,0.44842471476223217,0.7907744240745078,1.1762193154293572,0.1,2.5,2025-02-24,2025-02-26
2025-03-13,-3.678906040971186,0.3005688913167238,0.45602517122839686,0.8213653391601371,1.1944604109481525,0.1,2.5,2025-02-25,2025-02-27
2025-03-14,-5.729066808946881,0.30786398464401726,0.5032609027267403,0.8388735631456413,1.3078261665441768,0.1,2.5,2025-02-26,2025-02-28
2025-03-15,-4.528243302643742,0.3122274480821891,0.4849156413674194,0.8493458753972538,1.2637975392818066,0.1,2.5,2025-02-27,2025-03-01
2025-03-16,-4.019855956941088,0.317932410164642,0.4800036839890788,0.8630377843951408,1.252008841573789,0.1,2.5,2025-02-28,2025-03-02
2025-03-17,-4.145837665847751,0.3211342782679113,0.48564406678094413,0.870722267842987,1.265545760274266,0.1,2.5,2025-03-01,2025-03-03
2025-03-18,-6.06843559334923,0.33535908616988486,0.5344080191701387,0.9048618068077235,1.3825792460083328,0.1,2.5,2025-03-02,2025-03-04
2025-03-19,-6.851654492833759,0.3469449547428606,0.5574610650423159,0.9326678913828653,1.437906556101558,0.1,2.5,2025-03-03,2025-03-05
2025-03-20,-4.23767074434529,0.30206263077967993,0.4693459365659892,0.9759816292610717,1.4611032160413688,0.1,3.0,2025-03-04,2025-03-06
2025-03-21,-5.41692557760598,0.3116914931910809,0.5012433181419083,1.0039053302541345,1.553605622611534,0.1,3.0,2025-03-05,2025-03-07
2025-03-22,-4.368445588521375,0.3220558782142899,0.4910211518174681,1.0339620468214406,1.5239613402706575,0.1,3.0,2025-03-06,2025-03-08
2025-03-23,-3.633791107700035,0.333593210802192,0.48660812643599266,1.0674203113263567,1.5111635666643788,0.1,3.0,2025-03-07,2025-03-09
2025-03-24,-4.108730017206508,0.34300405535560746,0.5053499685151877,1.0947117605312615,1.5655149086940443,0.1,3.0,2025-03-08,2025-03-10
2025-03-25,-3.419192161434992,0.35362762592351626,0.5006681570158742,1.1255201151781973,1.5519376553460351,0.1,3.0,2025-03-09,2025-03-11
2025-03-26,-2.3322149406952875,0.3090799240060735,0.4316051838217569,1.15087174162065,1.5674576249939736,0.1,3.5,2025-03-10,2025-03-12
2025-03-27,-2.8487590087486803,0.31545635927485516,0.45116845413490947,1.1725516215345075,1.6339727440586922,0.1,3.5,2025-03-11,2025-03-13
2025-03-28,-2.4228550073316146,0.3312260679334987,0.45554242460465716,1.2261686309738955,1.6488442436558344,0.1,3.5,2025-03-12,2025-03-14
2025-03-29,-2.726532434877882,0.33981216831118977,0.4715231558259546,1.2553613722580452,1.7031787298082457,0.1,3.5,2025-03-13,2025-03-15
2025-03-30,-2.7551571989859247,0.34545417131370315,0.4775854250459797,1.2745441824665908,1.7237904451563308,0.1,3.5,2025-03-14,2025-03-16
2025-03-31,-3.670716290288756,0.34130903344410407,0.49464487082123404,1.2604507137099539,1.7817925607921958,0.1,3.5,2025-03-15,2025-03-17
2025-04-01,-1.7900298836521333,0.3077037476800331,0.4145897219082221,1.3000446159521293,1.716899915442066,0.1,4.0,2025-03-16,2025-03-18
2025-04-02,-1.401839136566363,0.3148079274791478,0.4089635312411099,1.362010520794719,1.724509595278273,0.15,4.0,2025-03-17,2025-03-19
2025-04-03,-1.4979675088431565,0.3317393089308451,0.42885144296289185,1.4271963393837535,1.8010780554071335,0.15,4.0,2025-03-18,2025-03-20
2025-04-04,-0.9268203261178276,0.3465467874246287,0.4222476250601455,1.4842051315848204,1.7756533564815602,0.15,4.0,2025-03-19,2025-03-21
2025-04-05,-0.6108824667463653,0.35399741808861995,0.4151129212474699,1.5128900596411867,1.7481847468027591,0.15,4.0,2025-03-20,2025-03-22
2025-04-06,-0.5439884102020232,0.35833164757978964,0.4158818770543949,1.5295768431821901,1.7511452266594203,0.15,4.0,2025-03-21,2025-03-23
2025-04-07,-0.6265299137950153,0.31805669085280314,0.38036497729969754,1.5335466052096933,1.804587651253684,0.15,4.5,2025-03-22,2025-03-24
2025-04-08,-0.5522249643209021,0.32020046978578226,0.3786145357396178,1.5428720435681527,1.7969732304673371,0.15,4.5,2025-03-23,2025-03-25
2025-04-09,-0.5957427459334808,0.3245141907305788,0.38520773803183367,1.5616367296780176,1.8256536604384763,0.15,4.5,2025-03-24,2025-03-26
2025-04-10,-0.39520082115429567,0.3297600018696323,0.378989137800585,1.5844560081329002,1.7986027494325447,0.15,4.5,2025-03-25,2025-03-27
2025-04-11,-0.6853283108522845,0.3294786521479458,0.3946236268587676,1.6167582042361668,1.8968815954927007,0.2,4.5,2025-03-26,2025-03-28
2025-04-12,-0.47059208492382654,0.3399996680250212,0.39371171770527186,1.661998572507591,1.892960386132669,0.2,4.5,2025-03-27,2025-03-29
