window_last_date_utc,il_pct,p_up_start,p_up_end,metric_start,metric_end,metric_min,metric_max,start_price_range_begin,start_price_range_end
2024-08-13,-23.903292546675083,0.5839926703742672,0.21890310649439138,0.8595777152246926,0.3297358320121166,0.012049308865612118,1.46331479446823,2023-09-29,2024-07-01
2024-08-14,-22.704496248947425,0.5818597913420963,0.22619143337279882,0.8564823415003374,0.3403131292585392,0.012049308865612118,1.46331479446823,2023-09-29,2024-07-02
2024-08-15,-24.976853707750557,0.571306174126839,0.2047704066017443,0.8496497183097721,0.3249624330778246,0.03183843740022557,1.46331479446823,2023-09-29,2024-07-03
2024-08-16,-24.870178689931734,0.5767085874888002,0.20834444930144186,0.8439062081692369,0.304873515008136,0.0,1.46331479446823,2023-09-29,2024-07-04
2024-08-17,-25.003256579951206,0.572049761674878,0.2049884923556017,0.8370888794308741,0.2999626935596897,0.0,1.46331479446823,2023-09-29,2024-07-05
2024-08-18,-24.710730261338966,0.5666498663836274,0.2040703789323082,0.8291871327626077,0.2986192046043844,0.0,1.46331479446823,2023-09-29,2024-07-06
2024-08-19,-24.98398590301739,0.5607505488571103,0.19921147326377614,0.8205545741487896,0.2915090960546959,0.0,1.46331479446823,2023-09-29,2024-07-07
2024-08-20,-24.73471625163087,0.5537757312677809,0.19721740819921163,0.8103482203816067,0.2885911511445864,0.0,1.46331479446823,2023-09-29,2024-07-08
2024-08-21,-23.68298673744478,0.5474571284273075,0.20074504342357488,0.801102115364773,0.2937531919578844,0.0,1.46331479446823,2023-09-29,2024-07-09
2024-08-22,-22.02167663096143,0.5395437980744495,0.20758784511085077,0.7895224219859213,0.3037663649024874,0.0,1.46331479446823,2023-09-29,2024-07-10
2024-08-23,-21.34423828845251,0.5322616103544733,0.20825899822556476,0.7788662889591852,0.3047484731846018,0.0,1.46331479446823,2023-09-29,2024-07-11
2024-08-24,-15.709575307879465,0.5254837797120573,0.24643126358549805,0.7689481891057378,0.3606065138241593,0.0,1.46331479446823,2023-09-29,2024-07-12
2024-08-25,-14.641025908651962,0.5205033645886386,0.25227245965683753,0.7616602739730459,0.3691540224527401,0.0,1.46331479446823,2023-09-29,2024-07-13
2024-08-26,-15.890309142264314,0.5143679255082099,0.23817231175457845,0.752682195196096,0.3485210674231742,0.0,1.46331479446823,2023-09-29,2024-07-14
2024-08-27,-18.771231429826905,0.5093889682118452,0.21357784251646347,0.7453964133233001,0.3125316167249468,0.0,1.46331479446823,2023-09-29,2024-07-15
2024-08-28,-22.57029783394967,0.5055899283500088,0.18638538506224256,0.7398372220887003,0.2727404914342374,0.0,1.46331479446823,2023-09-29,2024-07-16
2024-08-29,-24.383890445541745,0.502078306906043,0.17379482951606431,0.7346986144771733,0.2543165452329407,0.0,1.46331479446823,2023-09-29,2024-07-17
2024-08-30,-25.389080874066384,0.49863316042396005,0.16568211389149828,0.7296572806608311,0.2424450884361997,0.0,1.46331479446823,2023-09-29,2024-07-18
2024-08-31,-24.842521754664617,0.4949736867337677,0.16501042654185094,0.7243023186700054,0.2414621984002036,0.0,1.46331479446823,2023-09-29,2024-07-19
2024-09-01,-24.486225394014593,0.49044201131852966,0.16242786604783643,0.7176710509911596,0.237683099421703,0.0,1.46331479446823,2023-09-29,2024-07-20
2024-09-02,-25.58770523781313,0.486273465083559,0.15211679810425333,0.7115711556141022,0.2225947611530907,0.0,1.46331479446823,2023-09-29,2024-07-21
2024-09-03,-22.910785539653865,0.4820411283203361,0.16311413510118744,0.7053779146133063,0.2386873270804572,0.0,1.46331479446823,2023-09-29,2024-07-22
2024-09-04,-26.321093981297427,0.49247874547064074,0.15432064591065914,0.6997632510730802,0.2192742689574168,0.0,1.4209004094264954,2023-09-29,2024-07-23
2024-09-05,-26.877661417584775,0.5031932562453467,0.16034971914815657,0.6951319587442296,0.2215137285170561,0.0,1.3814413252098465,2023-09-29,2024-07-24
2024-09-06,-28.646700347239353,0.5047067398050336,0.1516825831512026,0.6905070524769564,0.2075222800557164,0.0,1.3681351922181522,2023-09-29,2024-07-25
2024-09-07,-28.85591202847352,0.503381679076479,0.15004919558545796,0.6861190338598179,0.2045199763634937,0.0,1.363019478814952,2023-09-29,2024-07-26
2024-09-08,-27.866874048285705,0.5045072620343843,0.15565549460431902,0.6819482068284703,0.210401303244629,0.0,1.3517113788978377,2023-09-29,2024-07-27
2024-09-09,-26.37836156744453,0.5053523320318437,0.16404220594310162,0.6777449528063259,0.2200025013798636,0.0,1.341133521797262,2023-09-29,2024-07-28
2024-09-10,-24.12897718654612,0.5013711935785771,0.17494157589600798,0.6724057145717338,0.2346200117901762,0.0,1.341133521797262,2023-09-29,2024-07-29
2024-09-11,-24.859084034501766,0.5057909873512539,0.17280649505185797,0.6682444775123415,0.2283096948828651,0.0,1.3211870006063777,2023-09-29,2024-07-30
2024-09-12,-26.97997825746802,0.5097181603958184,0.16271286916221156,0.6639498721335781,0.2119469092308689,0.0,1.3025823361247166,2023-09-29,2024-07-31
2024-09-13,-26.85065459245162,0.5129149724798041,0.16486567911703676,0.6595350375011638,0.211993600680844,0.0,1.285856473076798,2023-09-29,2024-08-01
2024-09-14,-25.687248161224375,0.5181708006244156,0.17387107915727773,0.654476076243085,0.2196080163565359,0.0,1.2630508617128104,2023-09-29,2024-08-02
2024-09-15,-25.12981661495548,0.5223979822665915,0.1791525106208311,0.6491822914786336,0.2226322484332061,0.0,1.2426967819859251,2023-09-29,2024-08-03
