window_last_date_utc,il_pct,p_up_start,p_up_end,metric_start,metric_end,metric_min,metric_max,start_price_range_begin,start_price_range_end
2025-04-23,-100.0,0.0,1.0,0.004229015721198856,0.3647459281551154,0.007,0.045,2023-08-30,2025-04-10
2025-04-24,-100.0,0.0,1.0,0.004302735222215468,0.405007585039422,0.006500000000000001,0.045,2023-08-30,2025-04-11
2025-04-25,-100.0,0.0,1.0,0.004374206547121245,0.4363837796082587,0.006500000000000001,0.045,2023-08-30,2025-04-12
2025-04-26,-100.0,0.0,1.0,0.004446630355433958,0.4532861495114939,0.006500000000000001,0.045,2023-08-30,2025-04-13
2025-04-27,-100.0,0.0,1.0,0.004520192662225485,0.4774523695704895,0.006500000000000001,0.045,2023-08-30,2025-04-14
2025-04-28,-100.0,0.0,1.0,0.004593201466435274,0.4825942042935408,0.006500000000000001,0.045,2023-08-30,2025-04-15
2025-04-29,-100.0,0.0,1.0,0.00467983005663611,0.483694757004444,0.006500000000000001,0.045,2023-08-30,2025-04-16
2025-04-30,-96.1264600386028,0.0,0.961264600386028,0.005740009015259723,0.5289473103098062,0.006500000000000001,0.55,2023-08-30,2025-04-17
2025-05-01,-58.200294914400686,0.0010394602697109932,0.6130227865305846,0.007428757750986773,0.5542358597650774,0.006500000000000001,0.9,2023-08-30,2025-04-18
2025-05-02,-25.547027284280954,0.0018130316884074995,0.2929798215499353,0.010114278670840351,0.5905552742597959,0.006500000000000001,2.0,2023-08-30,2025-04-19
2025-05-03,-6.937917359499924,0.0009320036613492739,0.0856179619363498,0.013017967605646148,0.6052692168018623,0.006500000000000001,7.0,2023-08-30,2025-04-20
2025-05-04,-3.240008892234536,0.0006392916882178027,0.041925298241893484,0.016085219927293625,0.6351069591898298,0.006500000000000001,15.0,2023-08-30,2025-04-21
2025-05-05,-1.9076742360951804,0.000509000194513629,0.02572597538003495,0.019221696361576387,0.6494821656609034,0.006500000000000001,25.0,2023-08-30,2025-04-22
